,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company response,Timely response?,Consumer disputed?
200,1283514,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,CA,92119,3/14/2015,3/15/2015,Closed with explanation,Yes,Yes
201,1283167,Credit reporting,,Incorrect information on credit report,Public record,AP,96517,3/14/2015,3/14/2015,In progress,Yes,
202,1283429,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20814,3/14/2015,3/14/2015,Closed with explanation,Yes,
203,1283418,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,94549,3/14/2015,3/14/2015,Closed with explanation,Yes,
204,1283404,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,94002,3/14/2015,3/14/2015,Closed with explanation,Yes,
205,1283411,Credit card,,Other,,NC,27513,3/14/2015,3/14/2015,Closed with explanation,Yes,Yes
206,1283409,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,13367,3/14/2015,3/14/2015,Closed with explanation,Yes,
207,1283513,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,NY,13090,3/14/2015,3/15/2015,Closed with explanation,Yes,
208,1283512,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MI,48317,3/14/2015,3/15/2015,Closed with explanation,Yes,
209,1283155,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TN,37047,3/14/2015,3/14/2015,Closed with non-monetary relief,Yes,
210,1283511,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,SC,29485,3/14/2015,3/15/2015,Closed with explanation,Yes,
211,1283508,Credit reporting,,Incorrect information on credit report,Public record,CA,95677,3/14/2015,3/15/2015,Closed with non-monetary relief,Yes,
212,1283495,Credit reporting,,Credit reporting company's investigation,Investigation took too long,IL,62864,3/14/2015,3/15/2015,Closed with explanation,Yes,
213,1283507,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32909,3/14/2015,3/15/2015,Closed with explanation,Yes,Yes
214,1283505,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,VA,20166,3/14/2015,3/15/2015,Closed with explanation,Yes,Yes
215,1283500,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,78214,3/14/2015,3/15/2015,In progress,Yes,
216,1283515,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91750,3/14/2015,3/15/2015,Closed with explanation,Yes,Yes
217,1283516,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91750,3/14/2015,3/15/2015,Closed with non-monetary relief,Yes,
218,1283755,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85048,3/14/2015,3/15/2015,Closed with non-monetary relief,Yes,
219,1283748,Credit reporting,,Incorrect information on credit report,Information is not mine,MS,39556,3/14/2015,3/15/2015,In progress,Yes,
220,1282240,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,TX,77055,3/13/2015,3/16/2015,Closed with explanation,Yes,
221,1283229,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,FL,32081,3/13/2015,3/14/2015,Closed with explanation,Yes,
222,1283202,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MD,21208,3/13/2015,3/14/2015,Closed with explanation,Yes,
223,1283243,Money transfers,International money transfer,Other transaction issues,,LA,71378,3/13/2015,3/14/2015,In progress,Yes,
224,1282927,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,TX,77073,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
225,1282563,Consumer loan,Vehicle loan,Taking out the loan or lease,,TX,75662,3/13/2015,3/13/2015,In progress,Yes,
226,1282406,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,OH,44484,3/13/2015,3/13/2015,Closed with explanation,Yes,
227,1281438,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92024,3/13/2015,3/13/2015,Closed with explanation,Yes,
228,1282235,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,CA,90034,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
229,1281196,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,PA,19468,3/13/2015,3/13/2015,Closed with explanation,Yes,
230,1281192,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NJ,7093,3/13/2015,3/13/2015,Closed with explanation,Yes,Yes
231,1281162,Credit reporting,,Incorrect information on credit report,Account terms,MA,2072,3/13/2015,3/13/2015,Closed with explanation,Yes,
232,1281161,Credit reporting,,Incorrect information on credit report,Account terms,MA,2072,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
233,1281872,Debt collection,,Cont'd attempts collect debt not owed,Debt was paid,TX,79761,3/13/2015,3/17/2015,In progress,Yes,
234,1281923,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,OH,45342,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
235,1281600,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79404,3/13/2015,3/13/2015,Closed with explanation,Yes,
236,1281510,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,75028,3/13/2015,3/13/2015,Closed with explanation,Yes,
237,1281435,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,DC,20009,3/13/2015,3/13/2015,Closed,Yes,
238,1281718,Credit reporting,,Incorrect information on credit report,Account status,GA,30705,3/13/2015,3/13/2015,Closed with explanation,Yes,
239,1281558,Credit reporting,,Credit reporting company's investigation,Investigation took too long,WI,54911,3/13/2015,3/13/2015,Closed with explanation,Yes,
240,1281648,Credit reporting,,Incorrect information on credit report,Account terms,MA,2119,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
241,1281711,Credit reporting,,Credit monitoring or identity protection,Billing dispute,NY,10940,3/13/2015,3/13/2015,Closed with explanation,Yes,
242,1281667,Credit reporting,,Incorrect information on credit report,Information is not mine,LA,70816,3/13/2015,3/13/2015,Closed with explanation,Yes,
243,1281614,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,CT,6512,3/13/2015,3/19/2015,In progress,Yes,
244,1281649,Credit reporting,,Incorrect information on credit report,Account terms,MA,2119,3/13/2015,3/13/2015,Closed with explanation,Yes,
245,1281544,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MS,39564,3/13/2015,3/13/2015,Closed with explanation,Yes,
246,1281806,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92021,3/13/2015,3/13/2015,Closed with explanation,Yes,
247,1281557,Credit reporting,,Credit reporting company's investigation,Investigation took too long,WI,54911,3/13/2015,3/13/2015,Closed with explanation,Yes,
248,1281870,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20772,3/13/2015,3/13/2015,Closed with explanation,Yes,
249,1281929,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",,NE,68632,3/13/2015,3/13/2015,Closed with explanation,Yes,
250,1281990,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,VA,23168,3/13/2015,3/13/2015,In progress,Yes,
251,1282002,Consumer loan,Vehicle loan,Managing the loan or lease,,CO,80422,3/13/2015,3/13/2015,In progress,Yes,
252,1281728,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,NY,11720,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
253,1281971,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MD,20613,3/13/2015,3/13/2015,Closed with explanation,Yes,
254,1281942,Money transfers,International money transfer,Other transaction issues,,CA,90032,3/13/2015,3/13/2015,In progress,Yes,
255,1281283,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,IL,60466,3/13/2015,3/13/2015,Closed with explanation,Yes,
256,1281943,Consumer loan,Vehicle lease,Problems when you are unable to pay,,CA,93063,3/13/2015,3/13/2015,In progress,Yes,
257,1281807,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92021,3/13/2015,3/13/2015,Closed with explanation,Yes,
258,1282004,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,TX,78041,3/13/2015,3/17/2015,Closed with explanation,Yes,
259,1282229,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MN,55426,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
260,1282099,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,27540,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
261,1281285,Credit reporting,,Incorrect information on credit report,Account status,TX,79935,3/13/2015,3/13/2015,Closed with explanation,Yes,
262,1281145,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,MD,21208,3/13/2015,3/13/2015,Closed with explanation,Yes,
263,1282061,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,SC,29709,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
264,1282032,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,94603,3/13/2015,3/13/2015,Closed with explanation,Yes,
265,1282163,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,IL,60642,3/13/2015,3/13/2015,Closed with explanation,Yes,
266,1282138,Consumer loan,Vehicle loan,Problems when you are unable to pay,,CA,91360,3/13/2015,3/13/2015,Closed with explanation,Yes,
267,1281305,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,IL,60649,3/13/2015,3/13/2015,In progress,Yes,
268,1281468,Debt collection,,Communication tactics,Frequent or repeated calls,FL,32828,3/13/2015,3/16/2015,Closed with explanation,Yes,
269,1281123,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,PA,17101,3/13/2015,3/13/2015,Closed,Yes,
270,1282735,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,CT,6117,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,Yes
271,1282356,Bank account or service,Checking account,Using a debit or ATM card,,ID,83852,3/13/2015,3/13/2015,Closed with explanation,Yes,
272,1282367,Credit reporting,,Incorrect information on credit report,Public record,HI,96734,3/13/2015,3/13/2015,Closed with explanation,Yes,
273,1282703,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75751,3/13/2015,3/13/2015,Closed with explanation,Yes,
274,1282484,Credit reporting,,Incorrect information on credit report,Account terms,NY,10016,3/13/2015,3/13/2015,Closed with explanation,Yes,
275,1282456,Bank account or service,Other bank product/service,Deposits and withdrawals,,NJ,7090,3/13/2015,3/13/2015,Closed with explanation,Yes,
276,1282635,Student loan,Non-federal student loan,Getting a loan,,FL,34203,3/13/2015,3/16/2015,Closed with non-monetary relief,Yes,
277,1282513,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,GA,30315,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
278,1282612,Credit card,,Other,,OH,43123,3/13/2015,3/13/2015,Closed with explanation,Yes,
279,1281128,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92101,3/13/2015,3/13/2015,Closed with explanation,Yes,
280,1282845,Bank account or service,Other bank product/service,Problems caused by my funds being low,,CO,80302,3/13/2015,3/17/2015,Closed with monetary relief,Yes,
281,1282773,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,AL,36092,3/13/2015,3/13/2015,In progress,Yes,
282,1282901,Credit reporting,,Incorrect information on credit report,Public record,GA,30510,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
283,1282849,Bank account or service,Savings account,"Account opening, closing, or management",,CA,91601,3/13/2015,3/17/2015,Closed with explanation,Yes,
284,1282879,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NE,68372,3/13/2015,3/13/2015,Closed with explanation,Yes,
285,1282976,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,VA,22193,3/13/2015,3/13/2015,In progress,Yes,
286,1282948,Credit reporting,,Incorrect information on credit report,Account status,VA,24550,3/13/2015,3/13/2015,Closed with explanation,Yes,
287,1282931,Debt collection,Medical,Communication tactics,Frequent or repeated calls,IL,60659,3/13/2015,3/13/2015,Closed with explanation,Yes,
288,1282971,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NC,27511,3/13/2015,3/13/2015,Closed with non-monetary relief,Yes,
289,1282953,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30019,3/13/2015,3/13/2015,In progress,Yes,
290,1283223,Credit card,,Cash advance fee,,OH,43017,3/13/2015,3/14/2015,Closed with monetary relief,Yes,
291,1283214,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,GA,30345,3/13/2015,3/16/2015,Closed with explanation,Yes,
292,1283212,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,CA,92663,3/13/2015,3/14/2015,In progress,Yes,
293,1283232,Credit reporting,,Incorrect information on credit report,Public record,UT,84738,3/13/2015,3/14/2015,Closed with explanation,Yes,
294,1283236,Credit reporting,,Incorrect information on credit report,Account status,FL,33326,3/13/2015,3/14/2015,Closed with explanation,Yes,
295,1283249,Bank account or service,Checking account,"Account opening, closing, or management",,CA,95823,3/13/2015,3/14/2015,In progress,Yes,
296,1281385,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,PA,15136,3/12/2015,3/13/2015,Closed with non-monetary relief,Yes,
297,1280327,Bank account or service,Savings account,"Account opening, closing, or management",,CA,92845,3/12/2015,3/17/2015,In progress,Yes,
298,1281350,Payday loan,,Can't contact lender,,TX,78224,3/12/2015,3/13/2015,Closed with explanation,Yes,
299,1279379,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90249,3/12/2015,3/12/2015,Closed with explanation,Yes,
300,1281097,Debt collection,,Communication tactics,Frequent or repeated calls,OH,45065,3/12/2015,3/12/2015,Closed with non-monetary relief,Yes,
301,1279668,Money transfers,International money transfer,Fraud or scam,,NY,11229,3/12/2015,3/12/2015,Closed with explanation,Yes,Yes
